,gene_name,combined_name_id
AT1G06840,AT1G06840,AT1G06840 (AT1G06840)
AT1G06850,bZIP52,bZIP52 (AT1G06850)
AT1G06870,Plsp2A,Plsp2A (AT1G06870)
AT1G06890,AT1G06890,AT1G06890 (AT1G06890)
AT1G06900,AT1G06900,AT1G06900 (AT1G06900)
AT1G06910,TRFL7,TRFL7 (AT1G06910)
AT1G06950,TIC110,TIC110 (AT1G06950)
AT1G06960,AT1G06960,AT1G06960 (AT1G06960)
AT1G06980,AT1G06980,AT1G06980 (AT1G06980)
AT1G07000,EXO70B2,EXO70B2 (AT1G07000)
AT1G07010,SLP1,SLP1 (AT1G07010)
AT1G07020,AT1G07020,AT1G07020 (AT1G07020)
AT1G07030,AT1G07030,AT1G07030 (AT1G07030)
AT1G07040,AT1G07040,AT1G07040 (AT1G07040)
AT1G07050,AT1G07050,AT1G07050 (AT1G07050)
AT1G07070,AT1G07070,AT1G07070 (AT1G07070)
AT1G07080,AT1G07080,AT1G07080 (AT1G07080)
AT1G07090,LSH6,LSH6 (AT1G07090)
AT1G07110,F2KP,F2KP (AT1G07110)
AT1G07119,AT1G07119,AT1G07119 (AT1G07119)
AT1G07128,AT1G07128,AT1G07128 (AT1G07128)
AT1G07130,STN1,STN1 (AT1G07130)
AT1G07135,AT1G07135,AT1G07135 (AT1G07135)
AT1G07140,SIRANBP,SIRANBP (AT1G07140)
AT1G07150,MAPKKK13,MAPKKK13 (AT1G07150)
AT1G07160,AT1G07160,AT1G07160 (AT1G07160)
AT1G07170,AT1G07170,AT1G07170 (AT1G07170)
AT1G07180,NDA1,NDA1 (AT1G07180)
AT1G07200,AT1G07200,AT1G07200 (AT1G07200)
AT1G07210,AT1G07210,AT1G07210 (AT1G07210)
AT1G07220,AT1G07220,AT1G07220 (AT1G07220)
AT1G07230,NPC1,NPC1 (AT1G07230)
AT1G07240,UGT71C5,UGT71C5 (AT1G07240)
AT1G07250,UGT71C4,UGT71C4 (AT1G07250)
AT1G07270,AT1G07270,AT1G07270 (AT1G07270)
AT1G07280,AT1G07280,AT1G07280 (AT1G07280)
AT1G07290,GONST2,GONST2 (AT1G07290)
AT1G07300,AT1G07300,AT1G07300 (AT1G07300)
AT1G07310,AT1G07310,AT1G07310 (AT1G07310)
AT1G07320,RPL4,RPL4 (AT1G07320)
AT1G07350,SR45a,SR45a (AT1G07350)
AT1G07360,MAC5A,MAC5A (AT1G07360)
AT1G07370,PCNA1,PCNA1 (AT1G07370)
AT1G07380,AT1G07380,AT1G07380 (AT1G07380)
AT1G07390,RLP1,RLP1 (AT1G07390)
AT1G07400,AT1G07400,AT1G07400 (AT1G07400)
AT1G07410,RABA2b,RABA2b (AT1G07410)
AT1G07420,SMO2-1,SMO2-1 (AT1G07420)
AT1G07430,HAI2,HAI2 (AT1G07430)
AT1G07440,AT1G07440,AT1G07440 (AT1G07440)
AT1G07450,AT1G07450,AT1G07450 (AT1G07450)
AT1G07470,AT1G07470,AT1G07470 (AT1G07470)
AT1G07480,AT1G07480,AT1G07480 (AT1G07480)
AT1G07485,AT1G07485,AT1G07485 (AT1G07485)
AT1G07490,RTFL3,RTFL3 (AT1G07490)
AT1G07500,AT1G07500,AT1G07500 (AT1G07500)
AT1G07510,ftsh10,ftsh10 (AT1G07510)
AT1G07520,AT1G07520,AT1G07520 (AT1G07520)
AT1G07530,SCL14,SCL14 (AT1G07530)
AT1G07570,APK1A,APK1A (AT1G07570)
AT1G07590,AT1G07590,AT1G07590 (AT1G07590)
AT1G07600,MT1A,MT1A (AT1G07600)
AT1G07610,MT1C,MT1C (AT1G07610)
AT1G07615,AT1G07615,AT1G07615 (AT1G07615)
AT1G07620,ATOBGM,ATOBGM (AT1G07620)
AT1G07630,PLL5,PLL5 (AT1G07630)
AT1G07640,OBP2,OBP2 (AT1G07640)
AT1G07650,AT1G07650,AT1G07650 (AT1G07650)
AT1G07660,AT1G07660,AT1G07660 (AT1G07660)
AT1G07670,ECA4,ECA4 (AT1G07670)
AT1G07700,AT1G07700,AT1G07700 (AT1G07700)
AT1G07705,AT1G07705,AT1G07705 (AT1G07705)
AT1G07710,AT1G07710,AT1G07710 (AT1G07710)
AT1G07720,KCS3,KCS3 (AT1G07720)
AT1G07728,AT1G07728,AT1G07728 (AT1G07728)
AT1G07740,AT1G07740,AT1G07740 (AT1G07740)
AT1G07745,RAD51D,RAD51D (AT1G07745)
AT1G07750,AT1G07750,AT1G07750 (AT1G07750)
AT1G07770,RPS15A,RPS15A (AT1G07770)
AT1G07780,PAI1,PAI1 (AT1G07780)
AT1G07790,HTB1,HTB1 (AT1G07790)
AT1G07810,ECA1,ECA1 (AT1G07810)
AT1G07820,AT1G07820,AT1G07820 (AT1G07820)
AT1G07830,AT1G07830,AT1G07830 (AT1G07830)
AT1G07840,AT1G07840,AT1G07840 (AT1G07840)
AT1G07870,AT1G07870,AT1G07870 (AT1G07870)
AT1G07880,ATMPK13,ATMPK13 (AT1G07880)
AT1G07890,APX1,APX1 (AT1G07890)
AT1G07900,LBD1,LBD1 (AT1G07900)
AT1G07901,AT1G07901,AT1G07901 (AT1G07901)
AT1G07910,RNL,RNL (AT1G07910)
AT1G07920,AT1G07920,AT1G07920 (AT1G07920)
AT1G07930,AT1G07930,AT1G07930 (AT1G07930)
AT1G07940,AT1G07940,AT1G07940 (AT1G07940)
AT1G07950,MED22B,MED22B (AT1G07950)
AT1G07960,PDIL5-1,PDIL5-1 (AT1G07960)
AT1G07970,AT1G07970,AT1G07970 (AT1G07970)
AT1G07980,NF-YC10,NF-YC10 (AT1G07980)
AT1G07985,AT1G07985,AT1G07985 (AT1G07985)
AT1G07990,AT1G07990,AT1G07990 (AT1G07990)
AT1G08000,GATA10,GATA10 (AT1G08000)
AT1G08005,AT1G08005,AT1G08005 (AT1G08005)
AT1G08010,GATA11,GATA11 (AT1G08010)
AT1G08030,TPST,TPST (AT1G08030)
AT1G08040,AT1G08040,AT1G08040 (AT1G08040)
AT1G08050,AT1G08050,AT1G08050 (AT1G08050)
AT1G08060,MOM,MOM (AT1G08060)
AT1G08070,OTP82,OTP82 (AT1G08070)
AT1G08110,AT1G08110,AT1G08110 (AT1G08110)
AT1G08125,AT1G08125,AT1G08125 (AT1G08125)
AT1G08130,LIG1,LIG1 (AT1G08130)
AT1G08160,AT1G08160,AT1G08160 (AT1G08160)
AT1G08165,AT1G08165,AT1G08165 (AT1G08165)
AT1G08170,AT1G08170,AT1G08170 (AT1G08170)
AT1G08180,AT1G08180,AT1G08180 (AT1G08180)
AT1G08190,VPS41,VPS41 (AT1G08190)
AT1G08200,AXS2,AXS2 (AT1G08200)
AT1G08210,AT1G08210,AT1G08210 (AT1G08210)
AT1G08220,AT1G08220,AT1G08220 (AT1G08220)
AT1G08230,AT1G08230,AT1G08230 (AT1G08230)
AT1G08250,ADT6,ADT6 (AT1G08250)
AT1G08260,TIL1,TIL1 (AT1G08260)
AT1G08270,AT1G08270,AT1G08270 (AT1G08270)
AT1G08280,AT1G08280,AT1G08280 (AT1G08280)
AT1G08300,NVL,NVL (AT1G08300)
AT1G08315,AT1G08315,AT1G08315 (AT1G08315)
AT1G08340,AT1G08340,AT1G08340 (AT1G08340)
AT1G08350,AT1G08350,AT1G08350 (AT1G08350)
AT1G08360,AT1G08360,AT1G08360 (AT1G08360)
AT1G08370,DCP1,DCP1 (AT1G08370)
AT1G08380,PSAO,PSAO (AT1G08380)
AT1G08390,AT1G08390,AT1G08390 (AT1G08390)
AT1G08400,AT1G08400,AT1G08400 (AT1G08400)
AT1G08410,AT1G08410,AT1G08410 (AT1G08410)
AT1G08420,BSL2,BSL2 (AT1G08420)
AT1G08450,CRT3,CRT3 (AT1G08450)
AT1G08460,HDA08,HDA08 (AT1G08460)
AT1G08465,YAB2,YAB2 (AT1G08465)
AT1G08470,SSL3,SSL3 (AT1G08470)
AT1G08480,SDH6,SDH6 (AT1G08480)
AT1G08490,CPNIFS,CPNIFS (AT1G08490)
AT1G08500,ENODL18,ENODL18 (AT1G08500)
AT1G08510,FATB,FATB (AT1G08510)
AT1G08520,ALB1,ALB1 (AT1G08520)
AT1G08530,AT1G08530,AT1G08530 (AT1G08530)
AT1G08540,SIG2,SIG2 (AT1G08540)
AT1G08550,NPQ1,NPQ1 (AT1G08550)
AT1G08560,SYP111,SYP111 (AT1G08560)
AT1G08570,ACHT4,ACHT4 (AT1G08570)
AT1G08580,AT1G08580,AT1G08580 (AT1G08580)
AT1G08592,AT1G08592,AT1G08592 (AT1G08592)
AT1G08600,ATRX,ATRX (AT1G08600)
AT1G08610,AT1G08610,AT1G08610 (AT1G08610)
AT1G08620,PKDM7D,PKDM7D (AT1G08620)
AT1G08640,CJD1,CJD1 (AT1G08640)
AT1G08650,PPCK1,PPCK1 (AT1G08650)
AT1G08660,MGP2,MGP2 (AT1G08660)
AT1G08680,ZIGA4,ZIGA4 (AT1G08680)
AT1G08700,PS1,PS1 (AT1G08700)
AT1G08710,AT1G08710,AT1G08710 (AT1G08710)
AT1G08720,EDR1,EDR1 (AT1G08720)
AT1G08750,AT1G08750,AT1G08750 (AT1G08750)
AT1G08760,AT1G08760,AT1G08760 (AT1G08760)
AT1G08770,PRA1.E,PRA1.E (AT1G08770)
AT1G08780,AIP3,AIP3 (AT1G08780)
AT1G08800,AT1G08800,AT1G08800 (AT1G08800)
AT1G08810,MYB60,MYB60 (AT1G08810)
AT1G08820,VAP27-2,VAP27-2 (AT1G08820)
AT1G08830,CSD1,CSD1 (AT1G08830)
AT1G08840,emb2411,emb2411 (AT1G08840)
AT1G08845,AT1G08845,AT1G08845 (AT1G08845)
AT1G08880,H2AXA,H2AXA (AT1G08880)
AT1G08890,AT1G08890,AT1G08890 (AT1G08890)
AT1G08900,AT1G08900,AT1G08900 (AT1G08900)
AT1G08910,AT1G08910,AT1G08910 (AT1G08910)
AT1G08920,ESL1,ESL1 (AT1G08920)
AT1G08930,ERD6,ERD6 (AT1G08930)
AT1G08940,AT1G08940,AT1G08940 (AT1G08940)
AT1G08960,CAX11,CAX11 (AT1G08960)
AT1G08970,NF-YC9,NF-YC9 (AT1G08970)
AT1G08980,AMI1,AMI1 (AT1G08980)
AT1G09000,NP1,NP1 (AT1G09000)
AT1G09010,AT1G09010,AT1G09010 (AT1G09010)
AT1G09020,SNF4,SNF4 (AT1G09020)
AT1G09040,AT1G09040,AT1G09040 (AT1G09040)
AT1G09050,AT1G09050,AT1G09050 (AT1G09050)
AT1G09060,AT1G09060,AT1G09060 (AT1G09060)
AT1G09070,SRC2,SRC2 (AT1G09070)
AT1G09100,RPT5B,RPT5B (AT1G09100)
AT1G09130,AT1G09130,AT1G09130 (AT1G09130)
AT1G09140,SR30,SR30 (AT1G09140)
AT1G09150,AT1G09150,AT1G09150 (AT1G09150)
AT1G09157,AT1G09157,AT1G09157 (AT1G09157)
AT1G09160,AT1G09160,AT1G09160 (AT1G09160)
AT1G09176,AT1G09176,AT1G09176 (AT1G09176)
AT1G09180,SARA1A,SARA1A (AT1G09180)
AT1G09190,AT1G09190,AT1G09190 (AT1G09190)
AT1G09195,AT1G09195,AT1G09195 (AT1G09195)
AT1G09200,AT1G09200,AT1G09200 (AT1G09200)
AT1G09210,CRT1b,CRT1b (AT1G09210)
AT1G09220,AT1G09220,AT1G09220 (AT1G09220)
AT1G09230,AT1G09230,AT1G09230 (AT1G09230)
AT1G09240,NAS3,NAS3 (AT1G09240)
AT1G09250,AT1G09250,AT1G09250 (AT1G09250)
AT1G09270,IMPA-4,IMPA-4 (AT1G09270)
AT1G09280,AT1G09280,AT1G09280 (AT1G09280)
AT1G09290,AT1G09290,AT1G09290 (AT1G09290)
AT1G09300,AT1G09300,AT1G09300 (AT1G09300)
AT1G09310,AT1G09310,AT1G09310 (AT1G09310)
AT1G09320,AT1G09320,AT1G09320 (AT1G09320)
AT1G09330,AT1G09330,AT1G09330 (AT1G09330)
AT1G09340,CRB,CRB (AT1G09340)
AT1G09350,GolS3,GolS3 (AT1G09350)
AT1G09390,AT1G09390,AT1G09390 (AT1G09390)
AT1G09415,NIMIN-3,NIMIN-3 (AT1G09415)
AT1G09420,G6PD4,G6PD4 (AT1G09420)
AT1G09421,AT1G09421,AT1G09421 (AT1G09421)
AT1G09430,ACLA-3,ACLA-3 (AT1G09430)
AT1G09440,AT1G09440,AT1G09440 (AT1G09440)
AT1G09460,AT1G09460,AT1G09460 (AT1G09460)
AT1G09470,AT1G09470,AT1G09470 (AT1G09470)
AT1G09490,AT1G09490,AT1G09490 (AT1G09490)
AT1G09500,AT1G09500,AT1G09500 (AT1G09500)
AT1G09520,AT1G09520,AT1G09520 (AT1G09520)
AT1G09530,PIF3,PIF3 (AT1G09530)
AT1G09560,GLP5,GLP5 (AT1G09560)
AT1G09570,PHYA,PHYA (AT1G09570)
AT1G09575,AT1G09575,AT1G09575 (AT1G09575)
AT1G09580,AT1G09580,AT1G09580 (AT1G09580)
AT1G09590,AT1G09590,AT1G09590 (AT1G09590)
AT1G09600,AT1G09600,AT1G09600 (AT1G09600)
AT1G09610,GXM3,GXM3 (AT1G09610)
AT1G09620,AT1G09620,AT1G09620 (AT1G09620)
AT1G09630,RAB11c,RAB11c (AT1G09630)
AT1G09640,AT1G09640,AT1G09640 (AT1G09640)
AT1G09645,AT1G09645,AT1G09645 (AT1G09645)
AT1G09660,AT1G09660,AT1G09660 (AT1G09660)
AT1G09680,AT1G09680,AT1G09680 (AT1G09680)
AT1G09690,AT1G09690,AT1G09690 (AT1G09690)
AT1G09700,HYL1,HYL1 (AT1G09700)
AT1G09710,AT1G09710,AT1G09710 (AT1G09710)
AT1G09730,AT1G09730,AT1G09730 (AT1G09730)
AT1G09740,AT1G09740,AT1G09740 (AT1G09740)
AT1G09750,AT1G09750,AT1G09750 (AT1G09750)
AT1G09760,U2A',U2A' (AT1G09760)
AT1G09770,CDC5,CDC5 (AT1G09770)
AT1G09780,iPGAM1,iPGAM1 (AT1G09780)
AT1G09794,AT1G09794,AT1G09794 (AT1G09794)
AT1G09795,ATP-PRT2,ATP-PRT2 (AT1G09795)
AT1G09800,AT1G09800,AT1G09800 (AT1G09800)
AT1G09810,ECT11,ECT11 (AT1G09810)
AT1G09812,AT1G09812,AT1G09812 (AT1G09812)
AT1G09815,POLD4,POLD4 (AT1G09815)
AT1G09820,AT1G09820,AT1G09820 (AT1G09820)
AT1G09830,PUR2,PUR2 (AT1G09830)
AT1G09840,SK41,SK41 (AT1G09840)
AT1G09850,XBCP3,XBCP3 (AT1G09850)
AT1G09870,AT1G09870,AT1G09870 (AT1G09870)
AT1G09890,AT1G09890,AT1G09890 (AT1G09890)
AT1G09900,AT1G09900,AT1G09900 (AT1G09900)
AT1G09910,AT1G09910,AT1G09910 (AT1G09910)
AT1G09920,AT1G09920,AT1G09920 (AT1G09920)
AT1G09932,AT1G09932,AT1G09932 (AT1G09932)
AT1G09940,HEMA2,HEMA2 (AT1G09940)
AT1G09950,RAS1,RAS1 (AT1G09950)
AT1G09960,SUT4,SUT4 (AT1G09960)
AT1G09970,LRR XI-23,LRR XI-23 (AT1G09970)
AT1G09980,AT1G09980,AT1G09980 (AT1G09980)
AT1G09995,AT1G09995,AT1G09995 (AT1G09995)
AT1G10020,AT1G10020,AT1G10020 (AT1G10020)
AT1G10030,ERG28,ERG28 (AT1G10030)
AT1G10040,AT1G10040,AT1G10040 (AT1G10040)
AT1G10050,AT1G10050,AT1G10050 (AT1G10050)
AT1G10060,BCAT-1,BCAT-1 (AT1G10060)
AT1G10070,BCAT-2,BCAT-2 (AT1G10070)
AT1G10090,AT1G10090,AT1G10090 (AT1G10090)
AT1G10095,AT1G10095,AT1G10095 (AT1G10095)
AT1G10120,AT1G10120,AT1G10120 (AT1G10120)
AT1G10130,ECA3,ECA3 (AT1G10130)
AT1G10140,AT1G10140,AT1G10140 (AT1G10140)
AT1G10150,AT1G10150,AT1G10150 (AT1G10150)
AT1G10155,PP2-A10,PP2-A10 (AT1G10155)
AT1G10170,NFXL1,NFXL1 (AT1G10170)
AT1G10180,AT1G10180,AT1G10180 (AT1G10180)
AT1G10200,WLIM1,WLIM1 (AT1G10200)
AT1G10210,MPK1,MPK1 (AT1G10210)
AT1G10230,SK18,SK18 (AT1G10230)
AT1G10240,FRS11,FRS11 (AT1G10240)
AT1G10270,GRP23,GRP23 (AT1G10270)
AT1G10280,AT1G10280,AT1G10280 (AT1G10280)
AT1G10290,ADL6,ADL6 (AT1G10290)
AT1G10310,AT1G10310,AT1G10310 (AT1G10310)
AT1G10320,AT1G10320,AT1G10320 (AT1G10320)
AT1G10330,AT1G10330,AT1G10330 (AT1G10330)
AT1G10340,AT1G10340,AT1G10340 (AT1G10340)
AT1G10350,AT1G10350,AT1G10350 (AT1G10350)
AT1G10360,GSTU18,GSTU18 (AT1G10360)
AT1G10370,ERD9,ERD9 (AT1G10370)
AT1G10380,AT1G10380,AT1G10380 (AT1G10380)
AT1G10390,AT1G10390,AT1G10390 (AT1G10390)
AT1G10410,AT1G10410,AT1G10410 (AT1G10410)
AT1G10430,PP2A-2,PP2A-2 (AT1G10430)
AT1G10450,SNL6,SNL6 (AT1G10450)
AT1G10460,GLP7,GLP7 (AT1G10460)
AT1G10470,ARR4,ARR4 (AT1G10470)
AT1G10490,AT1G10490,AT1G10490 (AT1G10490)
AT1G10500,CPISCA,CPISCA (AT1G10500)
AT1G10510,emb2004,emb2004 (AT1G10510)
AT1G10520,Pol{lambda},Pol{lambda} (AT1G10520)
AT1G10522,PRIN2,PRIN2 (AT1G10522)
AT1G10550,XTH33,XTH33 (AT1G10550)
AT1G10560,PUB18,PUB18 (AT1G10560)
AT1G10570,OTS2,OTS2 (AT1G10570)
AT1G10580,AT1G10580,AT1G10580 (AT1G10580)
AT1G10585,AT1G10585,AT1G10585 (AT1G10585)
AT1G10590,AT1G10590,AT1G10590 (AT1G10590)
AT1G10600,AMSH2,AMSH2 (AT1G10600)
AT1G10610,AT1G10610,AT1G10610 (AT1G10610)
AT1G10630,ARFA1F,ARFA1F (AT1G10630)
AT1G10640,AT1G10640,AT1G10640 (AT1G10640)
AT1G10650,AT1G10650,AT1G10650 (AT1G10650)
AT1G10657,AT1G10657,AT1G10657 (AT1G10657)
AT1G10660,AT1G10660,AT1G10660 (AT1G10660)
AT1G10670,ACLA-1,ACLA-1 (AT1G10670)
AT1G10682,AT1G10682,AT1G10682 (AT1G10682)
AT1G10690,AT1G10690,AT1G10690 (AT1G10690)
AT1G10700,PRS3,PRS3 (AT1G10700)
AT1G10720,AT1G10720,AT1G10720 (AT1G10720)
AT1G10730,AT1G10730,AT1G10730 (AT1G10730)
AT1G10740,AT1G10740,AT1G10740 (AT1G10740)
AT1G10750,AT1G10750,AT1G10750 (AT1G10750)
AT1G10760,SEX1,SEX1 (AT1G10760)
AT1G10780,AT1G10780,AT1G10780 (AT1G10780)
AT1G10790,AT1G10790,AT1G10790 (AT1G10790)
AT1G10800,AT1G10800,AT1G10800 (AT1G10800)
AT1G10820,AT1G10820,AT1G10820 (AT1G10820)
AT1G10830,Z-ISO,Z-ISO (AT1G10830)
AT1G10840,TIF3H1,TIF3H1 (AT1G10840)
AT1G10850,AT1G10850,AT1G10850 (AT1G10850)
AT1G10865,AT1G10865,AT1G10865 (AT1G10865)
AT1G10870,AGD4,AGD4 (AT1G10870)
AT1G10890,AT1G10890,AT1G10890 (AT1G10890)
AT1G10900,AT1G10900,AT1G10900 (AT1G10900)
AT1G10910,EMB3103,EMB3103 (AT1G10910)
AT1G10920,LOV1,LOV1 (AT1G10920)
AT1G10930,RECQ4A,RECQ4A (AT1G10930)
AT1G10940,SNRK2.4,SNRK2.4 (AT1G10940)
AT1G10950,TMN1,TMN1 (AT1G10950)
AT1G10960,FD1,FD1 (AT1G10960)
AT1G10970,ZIP4,ZIP4 (AT1G10970)
AT1G10990,AT1G10990,AT1G10990 (AT1G10990)
AT1G11000,MLO4,MLO4 (AT1G11000)
AT1G11020,AT1G11020,AT1G11020 (AT1G11020)
AT1G11040,AT1G11040,AT1G11040 (AT1G11040)
AT1G11050,AT1G11050,AT1G11050 (AT1G11050)
AT1G11060,AT1G11060,AT1G11060 (AT1G11060)
AT1G11070,AT1G11070,AT1G11070 (AT1G11070)
AT1G11080,scpl31,scpl31 (AT1G11080)
AT1G11090,AT1G11090,AT1G11090 (AT1G11090)
AT1G11120,AT1G11120,AT1G11120 (AT1G11120)
AT1G11130,SUB,SUB (AT1G11130)
AT1G11160,AT1G11160,AT1G11160 (AT1G11160)
AT1G11170,AT1G11170,AT1G11170 (AT1G11170)
AT1G11175,AT1G11175,AT1G11175 (AT1G11175)
AT1G11180,SCAMP2,SCAMP2 (AT1G11180)
AT1G11185,AT1G11185,AT1G11185 (AT1G11185)
AT1G11190,BFN1,BFN1 (AT1G11190)
AT1G11200,AT1G11200,AT1G11200 (AT1G11200)
AT1G11210,AT1G11210,AT1G11210 (AT1G11210)
AT1G11220,AT1G11220,AT1G11220 (AT1G11220)
AT1G11240,AT1G11240,AT1G11240 (AT1G11240)
AT1G11260,STP1,STP1 (AT1G11260)
AT1G11270,AT1G11270,AT1G11270 (AT1G11270)
AT1G11290,CRR22,CRR22 (AT1G11290)
AT1G11300,AT1G11300,AT1G11300 (AT1G11300)
AT1G11310,MLO2,MLO2 (AT1G11310)
AT1G11320,AT1G11320,AT1G11320 (AT1G11320)
AT1G11330,AT1G11330,AT1G11330 (AT1G11330)
AT1G11340,AT1G11340,AT1G11340 (AT1G11340)
AT1G11350,SD1-13,SD1-13 (AT1G11350)
AT1G11360,AT1G11360,AT1G11360 (AT1G11360)
AT1G11362,AT1G11362,AT1G11362 (AT1G11362)
AT1G11370,AT1G11370,AT1G11370 (AT1G11370)
AT1G11380,AT1G11380,AT1G11380 (AT1G11380)
AT1G11390,AT1G11390,AT1G11390 (AT1G11390)
AT1G11400,PYM,PYM (AT1G11400)
AT1G11410,AT1G11410,AT1G11410 (AT1G11410)
AT1G11430,MORF9,MORF9 (AT1G11430)
AT1G11440,AT1G11440,AT1G11440 (AT1G11440)
AT1G11450,UMAMIT27,UMAMIT27 (AT1G11450)
AT1G11475,NRPB10,NRPB10 (AT1G11475)
AT1G11480,AT1G11480,AT1G11480 (AT1G11480)
AT1G11500,AT1G11500,AT1G11500 (AT1G11500)
AT1G11530,CXXS1,CXXS1 (AT1G11530)
AT1G11545,XTH8,XTH8 (AT1G11545)
AT1G11570,NTL,NTL (AT1G11570)
AT1G11580,PMEPCRA,PMEPCRA (AT1G11580)
AT1G11592,AT1G11592,AT1G11592 (AT1G11592)
AT1G11630,AT1G11630,AT1G11630 (AT1G11630)
AT1G11650,RBP45B,RBP45B (AT1G11650)
AT1G11660,AT1G11660,AT1G11660 (AT1G11660)
AT1G11670,AT1G11670,AT1G11670 (AT1G11670)
AT1G11680,CYP51G1,CYP51G1 (AT1G11680)
AT1G11700,AT1G11700,AT1G11700 (AT1G11700)
AT1G11710,AT1G11710,AT1G11710 (AT1G11710)
AT1G11720,SS3,SS3 (AT1G11720)
AT1G11730,AT1G11730,AT1G11730 (AT1G11730)
AT1G11740,AT1G11740,AT1G11740 (AT1G11740)
AT1G11750,CLPP6,CLPP6 (AT1G11750)
AT1G11755,LEW1,LEW1 (AT1G11755)
AT1G11760,MED32,MED32 (AT1G11760)
AT1G11780,AT1G11780,AT1G11780 (AT1G11780)
AT1G11785,AT1G11785,AT1G11785 (AT1G11785)
AT1G11790,ADT1,ADT1 (AT1G11790)
AT1G11800,AT1G11800,AT1G11800 (AT1G11800)
AT1G11820,AT1G11820,AT1G11820 (AT1G11820)
AT1G11840,GLX1,GLX1 (AT1G11840)
AT1G11850,AT1G11850,AT1G11850 (AT1G11850)
AT1G11860,AT1G11860,AT1G11860 (AT1G11860)
AT1G11870,SRS,SRS (AT1G11870)
AT1G11880,AT1G11880,AT1G11880 (AT1G11880)
AT1G11890,SEC22,SEC22 (AT1G11890)
AT1G11900,AT1G11900,AT1G11900 (AT1G11900)
AT1G11905,AT1G11905,AT1G11905 (AT1G11905)
AT1G11910,APA1,APA1 (AT1G11910)
AT1G11915,AT1G11915,AT1G11915 (AT1G11915)
AT1G11930,AT1G11930,AT1G11930 (AT1G11930)
AT1G11940,AT1G11940,AT1G11940 (AT1G11940)
AT1G11950,AT1G11950,AT1G11950 (AT1G11950)
AT1G11960,AT1G11960,AT1G11960 (AT1G11960)
AT1G12000,AT1G12000,AT1G12000 (AT1G12000)
AT1G12020,AT1G12020,AT1G12020 (AT1G12020)
AT1G12030,AT1G12030,AT1G12030 (AT1G12030)
AT1G12050,AT1G12050,AT1G12050 (AT1G12050)
AT1G12060,BAG5,BAG5 (AT1G12060)
AT1G12080,AT1G12080,AT1G12080 (AT1G12080)
AT1G12090,ELP,ELP (AT1G12090)
AT1G12100,AT1G12100,AT1G12100 (AT1G12100)
AT1G12110,NRT1.1,NRT1.1 (AT1G12110)
AT1G12120,AT1G12120,AT1G12120 (AT1G12120)
AT1G12140,FMO GS-OX5,FMO GS-OX5 (AT1G12140)
AT1G12200,FMO,FMO (AT1G12200)
AT1G12210,RFL1,RFL1 (AT1G12210)
AT1G12220,RPS5,RPS5 (AT1G12220)
AT1G12230,AT1G12230,AT1G12230 (AT1G12230)
AT1G12240,ATBETAFRUCT4,ATBETAFRUCT4 (AT1G12240)
AT1G12244,AT1G12244,AT1G12244 (AT1G12244)
AT1G12250,AT1G12250,AT1G12250 (AT1G12250)
AT1G12260,NAC007,NAC007 (AT1G12260)
AT1G12270,Hop1,Hop1 (AT1G12270)
AT1G12280,SUMM2,SUMM2 (AT1G12280)
AT1G12290,AT1G12290,AT1G12290 (AT1G12290)
AT1G12300,AT1G12300,AT1G12300 (AT1G12300)
AT1G12310,AT1G12310,AT1G12310 (AT1G12310)
AT1G12320,AT1G12320,AT1G12320 (AT1G12320)
AT1G12330,AT1G12330,AT1G12330 (AT1G12330)
AT1G12340,AT1G12340,AT1G12340 (AT1G12340)
AT1G12350,COAB,COAB (AT1G12350)
AT1G12360,KEU,KEU (AT1G12360)
AT1G12370,PHR1,PHR1 (AT1G12370)
AT1G12380,AT1G12380,AT1G12380 (AT1G12380)
AT1G12390,AT1G12390,AT1G12390 (AT1G12390)
AT1G12400,AT1G12400,AT1G12400 (AT1G12400)
AT1G12410,CLP2,CLP2 (AT1G12410)
AT1G12420,ACR8,ACR8 (AT1G12420)
AT1G12430,ARK3,ARK3 (AT1G12430)
AT1G12440,AT1G12440,AT1G12440 (AT1G12440)
AT1G12450,AT1G12450,AT1G12450 (AT1G12450)
AT1G12460,AT1G12460,AT1G12460 (AT1G12460)
AT1G12470,AT1G12470,AT1G12470 (AT1G12470)
AT1G12480,OZS1,OZS1 (AT1G12480)
AT1G12500,AT1G12500,AT1G12500 (AT1G12500)
AT1G12520,CCS,CCS (AT1G12520)
AT1G12530,AT1G12530,AT1G12530 (AT1G12530)
AT1G12550,HPR3,HPR3 (AT1G12550)
AT1G12570,AT1G12570,AT1G12570 (AT1G12570)
AT1G12580,PEPKR1,PEPKR1 (AT1G12580)
AT1G12600,AT1G12600,AT1G12600 (AT1G12600)
AT1G12610,DDF1,DDF1 (AT1G12610)
AT1G12620,AT1G12620,AT1G12620 (AT1G12620)
AT1G12630,AT1G12630,AT1G12630 (AT1G12630)
AT1G12640,LPLAT1,LPLAT1 (AT1G12640)
AT1G12650,AT1G12650,AT1G12650 (AT1G12650)
AT1G12672,AT1G12672,AT1G12672 (AT1G12672)
AT1G12680,PEPKR2,PEPKR2 (AT1G12680)
AT1G12700,RPF1,RPF1 (AT1G12700)
AT1G12710,PP2-A12,PP2-A12 (AT1G12710)
AT1G12730,AT1G12730,AT1G12730 (AT1G12730)
AT1G12750,RBL6,RBL6 (AT1G12750)
